entity	label	definition	synonyms
DOID_0051095	retinitis pigmentosa 104	A retinitis pigmentosa that is charaterized by onset of night blindness and/or loss of peripheral vision in adolescence and that has_material_basis_in heterozygous mutation in the RNU6-2 gene on chromosome 19p13.	
DOID_0051096	retinitis pigmentosa 105	A retinitis pigmentosa that is charaterized by onset of night blindness and/or loss of peripheral vision in adolescence and that has_material_basis_in heterozygous mutation in the RNU6-8 gene on chromosome 14q12.	
DOID_0051097	retinitis pigmentosa 106	A retinitis pigmentosa that is charaterized by onset of night blindness and/or loss of peripheral vision in adolescence and that has_material_basis_in heterozygous mutation in the RNU6-9 gene on chromosome 19p13.	
DOID_0051098	retinitis pigmentosa 107	A retinitis pigmentosa that is charaterized by onset of RP ranging from the second decade to the sixth decade of life, with affected individuals experiencing night blindness, constriction of peripheral vision, and reduced visual acuity and that has_material_basis_in homozygous or compound heterozygous mutation in the CFAP20 gene on chromosome 16q21.	
DOID_0051099	Paget disease of bone 7	A Paget disease of bone that is characterized by persistent and long-lasting active bone resorption, resulting in severe skeletal deformities and high levels of serum alkaline phosphatase and bone turnover markers and that has_material_basis_in heterozygous mutation in the PFN1 gene on chromosome 17p13.	Paget's disease of bone 7
DOID_0060000	infective endocarditis	An endocarditis that is characterized by inflammation of the endocardium caused by infectious agents.	
DOID_0060001	withdrawal disorder	A substance-related disorder that occurs upon the abrupt discontinuation/separation or a decrease in dosage of the intake of medications, recreational drugs, and alcohol.	
DOID_0060002	C1 inhibitor deficiency	A complement deficiency that is a functional deficiency in the complement component C1 inhibitor leading to hereditary angioedema (HAE) involving swelling due to leakage of fluid from blood vessels into connective tissue.	Quincke edema
DOID_0060004	autoimmune disease of central nervous system	An autoimmune hypersensitivity disease located_in the central nervous system.	
DOID_0060005	autoimmune disease of endocrine system	An autoimmune disease that is the abnormal functioning of the immune system resulting in production of antibodies or T cells against cells and/or tissues in the endocrine system.	
DOID_0060007	CD3zeta deficiency	A severe combined immunodeficiency that affects the development and function of T cells.	
DOID_0060008	janus kinase-3 deficiency	A severe combined immunodeficiency that is characterized by severe cell-mediated and antibody-mediated immunodeficiency with recurrent bacterial, viral, and fungal infections, develops_from janus kinase-3 deficiency, and has_material_basis_in autosomal recessive inheritance of mutation in the JAK3 gene of chromosome 19p13.11, responsible for normal differentiation and maturation of B and T immune cells.	
DOID_0060009	MHC class I deficiency	A severe combined immunodeficiency that is characterized by recurrent bacterial, viral, and fungal infections, especially of the lung, and sterile necrotizing granulomas of the skin, develops_from deficiency or decreased surface expression of MHC Class I, has_material_basis_in autosomal recessive inheritance of mutation affecting MHC Class I production or expression and frequently involves TAP1 and TAP2 subunits, and is typically asymptomatic in infancy.	BLS, TYPE I; BLSI; HLA CLASS I DEFICIENCY; bare lymphocyte syndrome type I
DOID_0060010	Omenn syndrome	A severe combined immunodeficiency that has_material_basis_in the RAG1 and RAG2 genes on chromosome 11p and the Artemis gene on chromosome 10p. It is characterized by erythroderma, desquamation, alopecia, chronic diarrhea, failure to thrive, lymphadenopathy, and hepatosplenomegaly.	combined immunodeficiency with hypereosinophilia
DOID_0060011	recombinase activating gene 1 deficiency	A severe combined immunodeficiency that is the result of a mutation on Chromosome 6 RAG1 gene involving genetic rearrangement of both the T- and B-lymphocyte receptor genes.	
DOID_0060012	recombinase activating gene 2 deficiency	A severe combined immunodeficiency that is the result of a mutation on Chromosome 6 RAG2 gene involving genetic rearrangement of both the T- and B-lymphocyte receptor genes.	
DOID_0060013	X-linked severe combined immunodeficiency	A severe combined immunodeficiency that is a X-linked SCID that has_material_basis_in mutations in genes encoding common gamma chain proteins shared by the interleukin (IL-2,4,7,9,16 and21) receptors resulting in a non-functional gamma chain, defective interleukin signalling, minimal or ascent T- and NK cells and non-functional B-cells.	SCID-X1; XSCID; gamma chain deficiency; thymic epithelial hypoplasia
DOID_0060014	CD45 deficiency	A severe combined immunodeficiency that is an autosomal recessive disease with T and B lymphocyte dysfunction, due to a large deletion at one allelle and a point mutation at the other. The point mutation resulted in the alteration of intervening sequence 13 donor splice site. The population of T lymphocytes is diminished and unresponsive to mitogen stimulation. The level of B lymphocyte numbers, serum immunoglobulin decreased with age.	
DOID_0060016	CD3delta deficiency	A severe combined immunodeficiency that is characterized by the absence of T cells but normal numbers of B cells. CD3D is essential for T cell development.	CD3D
DOID_0060017	CD3epsilon deficiency	A severe combined immunodeficiency that has_material_basis_in autosomal recessive mutations in the gene coding for T-cell surface glycoprotein CD3epsilon chain precursors. Patients with CD3epsilon deficiency have a severe defect in the expression of the T-cell receptor CD3-complex.	
DOID_0060018	CD3gamma deficiency	A severe combined immunodeficiency that has_material_basis_in autosomal recessive mutations in the gene coding for T-cell surface glycoprotein CD3gamma chain precursors. Patients with CD3gamma deficiency have a severe defect in the expression of the T-cell receptor CD3-complex. Affected patients have decreased T-cell numbers and function; B cells are variably affected.	
DOID_0060019	coronin-1A deficiency	A severe combined immunodeficiency that is an actin regulator when mutated results in SCID through inhibition of thymic egress of mature thymocytes into peripheral lymphoid organs.	
DOID_0060020	reticular dysgenesis	A severe combined immunodeficiency that is the most severe form of SCID and has_material_basis_in mutations in the gene encoding mitochondrial adenylate kinase 2. It is characterized by congenital agranulocytosis, lymphopenia, and lymphoid and thymic hypoplasia with absent cellular and humoral immunity functions.	De Vaal disease; aleukocytosis
DOID_0060021	DNA ligase IV deficiency	A combined T cell and B cell immunodeficiency that has_material_basis_in a mutation in the LIG4 gene, a DNA ligase, encoding a protein essential for V(D)J recombination and DNA double-strand break (DSB) repair through nonhomologous end joining (NHEJ). Patients present with immunodeficiency and developmental and growth delay.	LIG4 Syndrome
DOID_0060022	CD40 ligand deficiency	A combined T cell and B cell immunodeficiency that is a X-linked immunodeficiency with hyperimmunoglobulin M (XHIM) affecting isotype switching and is caused by the absence of CD40 ligand which is normally expressed on activated CD4+ T cells. Individuals with this mutation are unable to switch from IgM to IgG, IgA and IgE.	HIGMX-1; X-linked hyper-IgM syndrome
DOID_0060023	immunodeficiency with hyper IgM type 3	A hyper IgM syndrome that has_material_basis_in mutation in the TNFRSF5 gene, resulting in type 3 hyper-IgM immunodeficiency that is characterized by an inability of B cells to undergo isotype switching, an inability to mount an antibody-specific immune response, and a lack of germinal center formation.	CD40 deficiency; HIGM3; hyper-IgM syndrome due to CD40 deficiency; type 3 hyper-IgM immunodeficiency
DOID_0060024	lambda 5 deficiency	A B cell deficiency that has_material_basis_in mutations in the IGLL1 gene. Lambda 5 mutations can cause a block in B cell development at the transition between the pro-B cell and the pre-B cell stage.	
DOID_0060025	immunoglobulin alpha deficiency	A B cell deficiency that is an autosomal recessive disorder that has_material_basis_in mutation in the IgA (CD79 alpha) antigen receptor.	IgA deficiency; gamma-A-globulin deficiency
DOID_0060026	immunoglobulin beta deficiency	A B cell deficiency that is characterized by mucosal infections and autoimmune diseases due to lack of production of immunoglobulin A antibody, and has_material_basis_in autosomal recessive inheritance.	IgB deficiency
DOID_0060027	agammaglobulinemia 4	An agammaglobulinemia that has_material_basis_in a mutation a homozygous mutation in the BLNK gene on chromosome 10q23.2.	B cell linker protein deficiency; B-cell linker protein deficiency; BLNK deficiency
DOID_0060028	Good syndrome	A combined T cell and B cell immunodeficiency that is a condition where there is co-occurrence of deficient cell-mediated immunity and benign thymoma.	thymoma with hypogammaglobulinemia
DOID_0060029	autoimmune disease of exocrine system	An autoimmune disease that is the abnormal functioning of the immune system that causes your immune system to produce antibodies or T cells against cells and/or tissues in the exocrine system.	
DOID_0060030	autoimmune disease of eyes, ear, nose and throat	An autoimmune disease located_in eyes, located_in ears, located_in nose and located_in throat.	
